"study_site","depth_maps_generation_quality","depth_maps_generation_filtering_mode","total_sparse_point_cloud_processing_time_mins","total_dense_point_cloud_processing_time_mins","dense_point_cloud_points","dense_cloud_generation_file_size_mb","x_error_m","y_error_m","z_error_m","xy_error_m","total_error_m","number_of_images","flying_altitude_m","tie_points","ground_resolution_cm_pix","coverage_area_km2","reprojection_error_pix","general_cameras","general_aligned_cameras","general_coordinate_system","general_rotation_angles","point_cloud_points","point_cloud_rms_reprojection_error","point_cloud_max_reprojection_error","point_cloud_mean_key_point_size","point_cloud_point_colors","point_cloud_key_points","point_cloud_average_tie_point_multiplicity","alignment_accuracy","alignment_generic_preselection","alignment_reference_preselection","alignment_key_point_limit","alignment_tie_point_limit","alignment_guided_image_matching","alignment_adaptive_camera_model_fitting","alignment_matching_time_mins","alignment_matching_memory_usage_mb","alignment_alignment_time_mins","alignment_alignment_memory_usage_mb","alignment_software_version","alignment_file_size_mb","depth_maps_count","depth_maps_generation_processing_time_mins","depth_maps_generation_memory_usage_mb","depth_maps_generation_software_version","depth_maps_generation_file_size_mb","dense_point_cloud_point_colors","dense_cloud_generation_processing_time_mins","dense_cloud_generation_memory_usage_mb","dense_cloud_generation_software_version"
"KAIBAB_HIGH","Ultra High","Aggressive",1.6,208,225918417,3160,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.29,0.0397,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,62,6090,"1.6.4.10928",1940,"3 bands, uint8",146,31400,"1.6.4.10928"
"KAIBAB_HIGH","Ultra High","Moderate",1.6,231,305690646,4290,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.21,0.0402,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,63,6210,"1.6.4.10928",2700,"3 bands, uint8",168,31890,"1.6.4.10928"
"KAIBAB_HIGH","Ultra High","Mild",1.6,205,295828394,4150,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.22,0.0398,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,64,6180,"1.6.4.10928",2530,"3 bands, uint8",141,31730,"1.6.4.10928"
"KAIBAB_HIGH","Ultra High","Disabled",1.6,221,314989231,4430,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.2,0.0405,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,64,6220,"1.6.4.10928",2970,"3 bands, uint8",157,31890,"1.6.4.10928"
"KAIBAB_HIGH","High","Aggressive",1.6,53.2,52974294,760.56,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.26,0.0396,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,15.25,1930,"1.6.4.10928",611,"3 bands, uint8",37.95,8140,"1.6.4.10928"
"KAIBAB_HIGH","High","Moderate",1.6,63.4666666666666,69825916,1004.16,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.19,0.0399,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,15.4333333333333,2020,"1.6.4.10928",814.16,"3 bands, uint8",48.0333333333333,8120,"1.6.4.10928"
"KAIBAB_HIGH","High","Mild",1.6,54.3333333333333,69858217,1004.88,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.2,0.0396,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,15.8,1870,"1.6.4.10928",775.67,"3 bands, uint8",38.5333333333333,8100,"1.6.4.10928"
"KAIBAB_HIGH","High","Disabled",1.6,58.7166666666667,72549206,1020,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.18,0.0399,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,15.8166666666667,2020,"1.6.4.10928",868.53,"3 bands, uint8",42.9,8170,"1.6.4.10928"
"KAIBAB_HIGH","Medium","Aggressive",1.6,15.3833333333334,13124591,188.41,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.24,0.0382,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,4.21666666666667,628.7,"1.6.4.10928",175.9,"3 bands, uint8",11.1666666666667,3090,"1.6.4.10928"
"KAIBAB_HIGH","Medium","Moderate",1.6,16.7666666666667,16754978,240.86,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.16,0.0389,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,4.21666666666667,704.75,"1.6.4.10928",238.08,"3 bands, uint8",12.55,3450,"1.6.4.10928"
"KAIBAB_HIGH","Medium","Mild",1.6,14.5166666666667,17001684,244.42,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.17,0.0386,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,4.26666666666667,661.3,"1.6.4.10928",230.88,"3 bands, uint8",10.25,3410,"1.6.4.10928"
"KAIBAB_HIGH","Medium","Disabled",1.6,15.6666666666667,17370148,250.07,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.16,0.0389,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,4.31666666666667,757.06,"1.6.4.10928",251.13,"3 bands, uint8",11.35,3320,"1.6.4.10928"
"KAIBAB_HIGH","Low","Aggressive",1.6,4.88333333333334,3367063,48.25,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.26,0.0265,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,1.61666666666667,407.78,"1.6.4.10928",48.34,"3 bands, uint8",3.26666666666667,1340,"1.6.4.10928"
"KAIBAB_HIGH","Low","Moderate",1.6,5.11666666666666,4118789,59.09,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.15,0.0286,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,1.63333333333333,560.84,"1.6.4.10928",67.18,"3 bands, uint8",3.48333333333333,1520,"1.6.4.10928"
"KAIBAB_HIGH","Low","Mild",1.6,4.8,4244952,60.91,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.14,0.0287,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,1.66666666666667,550.54,"1.6.4.10928",67.84,"3 bands, uint8",3.13333333333333,1610,"1.6.4.10928"
"KAIBAB_HIGH","Low","Disabled",1.6,4.75,4275740,61.41,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.14,0.0288,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,1.63333333333333,227.89,"1.6.4.10928",72.12,"3 bands, uint8",3.11666666666667,1250,"1.6.4.10928"
"KAIBAB_HIGH","Lowest","Aggressive",1.6,1.9,879661,12.58,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.2,0.0108,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,0.883333333333333,377.14,"1.6.4.10928",13.9,"3 bands, uint8",1.01666666666667,568.19,"1.6.4.10928"
"KAIBAB_HIGH","Lowest","Moderate",1.6,1.91666666666666,982800,14.07,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.15,0.0113,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,0.883333333333333,208.2,"1.6.4.10928",17.91,"3 bands, uint8",1.03333333333333,460.65,"1.6.4.10928"
"KAIBAB_HIGH","Lowest","Mild",1.6,1.81666666666667,1030952,14.75,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.14,0.0116,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,0.9,393.23,"1.6.4.10928",18.39,"3 bands, uint8",0.916666666666667,451.61,"1.6.4.10928"
"KAIBAB_HIGH","Lowest","Disabled",1.6,1.83333333333333,1029377,14.75,1.42052,1.02961,0.475722,1.75441,1.81777,132,94.1,109282,2.13,0.0116,0.704,132,132,"w gs 84 (epsg::4326)","yaw, pitch, roll","109,282 of 118,009","0.149663 (0.703638 pix)","0.453748 (34.8372 pix)","3.80033 pix","3 bands, uint8","no","3.56183","high","yes","source","40,000","4,000","no","yes",1.11666666666667,375.78,0.483333333333333,66.08,"1.6.4.10928",9.27,132,0.9,267.3,"1.6.4.10928",19.26,"3 bands, uint8",0.933333333333333,603.88,"1.6.4.10928"
"KAIBAB_LOW","Ultra High","Aggressive",2.41666666666667,460,155856151,2190,0.526468,0.364297,0.665688,0.640219,0.923591,153,97.8,87479,2.41,0.0443,0.983,153,153,"w gs 84 (epsg::4326)","yaw, pitch, roll","87,479 of 96,940","0.201039 (0.983438 pix)","0.610105 (47.6289 pix)","3.36552 pix","3 bands, uint8","no","6.67789","high","yes","source","40,000","4,000","no","yes",1.35,419.25,1.06666666666667,48.1,"1.6.4.10928",12.18,153,186,12640,"1.6.4.10928",3080,"3 bands, uint8",274,33420,"1.6.4.10928"
"KAIBAB_LOW","Ultra High","Moderate",2.41666666666667,451,196103519,2760,0.526468,0.364297,0.665688,0.640219,0.923591,153,97.8,87479,2.38,0.0445,0.983,153,153,"w gs 84 (epsg::4326)","yaw, pitch, roll","87,479 of 96,940","0.201039 (0.983438 pix)","0.610105 (47.6289 pix)","3.36552 pix","3 bands, uint8","no","6.67789","high","yes","source","40,000","4,000","no","yes",1.35,419.25,1.06666666666667,48.1,"1.6.4.10928",12.18,153,188,12150,"1.6.4.10928",3570,"3 bands, uint8",263,33450,"1.6.4.10928"
"KAIBAB_LOW","Ultra High","Mild",2.41666666666667,420,197932349,2780,0.526468,0.364297,0.665688,0.640219,0.923591,153,97.8,87479,2.38,0.0443,0.983,153,153,"w gs 84 (epsg::4326)","yaw, pitch, roll","87,479 of 96,940","0.201039 (0.983438 pix)","0.610105 (47.6289 pix)","3.36552 pix","3 bands, uint8","no","6.67789","high","yes","source","40,000","4,000","no","yes",1.35,419.25,1.06666666666667,48.1,"1.6.4.10928",12.18,153,191,12180,"1.6.4.10928",3420,"3 bands, uint8",229,33430,"1.6.4.10928"
"KAIBAB_LOW","Ultra High","Disabled",2.41666666666667,444,197518175,2780,0.526468,0.364297,0.665688,0.640219,0.923591,153,97.8,87479,2.38,0.0448,0.983,153,153,"w gs 84 (epsg::4326)","yaw, pitch, roll","87,479 of 96,940","0.201039 (0.983438 pix)","0.610105 (47.6289 pix)","3.36552 pix","3 bands, uint8","no","6.67789","high","yes","source","40,000","4,000","no","yes",1.35,419.25,1.06666666666667,48.1,"1.6.4.10928",12.18,153,191,12150,"1.6.4.10928",3760,"3 bands, uint8",253,33560,"1.6.4.10928"
"KAIBAB_LOW","High","Aggressive",2.41666666666667,110.633333333333,35408403,509.12,0.526468,0.364297,0.665688,0.640219,0.923591,153,97.8,87479,2.4,0.0442,0.983,153,153,"w gs 84 (epsg::4326)","yaw, pitch, roll","87,479 of 96,940","0.201039 (0.983438 pix)","0.610105 (47.6289 pix)","3.36552 pix","3 bands, uint8","no","6.67789","high","yes","source","40,000","4,000","no","yes",1.35,419.25,1.06666666666667,48.1,"1.6.4.10928",12.18,153,45.6333333333333,3490,"1.6.4.10928",916.34,"3 bands, uint8",65,10290,"1.6.4.10928"
"KAIBAB_LOW","High","Moderate",2.41666666666667,106.833333333333,44384547,638.32,0.526468,0.364297,0.665688,0.640219,0.923591,153,97.8,87479,2.37,0.0442,0.983,153,153,"w gs 84 (epsg::4326)","yaw, pitch, roll","87,479 of 96,940","0.201039 (0.983438 pix)","0.610105 (47.6289 pix)","3.36552 pix","3 bands, uint8","no","6.67789","high","yes","source","40,000","4,000","no","yes",1.35,419.25,1.06666666666667,48.1,"1.6.4.10928",12.18,153,45.8333333333333,3580,"1.6.4.10928",1000,"3 bands, uint8",61,10710,"1.6.4.10928"
"KAIBAB_LOW","High","Mild",2.41666666666667,99.05,45907505,660.34,0.526468,0.364297,0.665688,0.640219,0.923591,153,97.8,87479,2.37,0.044,0.983,153,153,"w gs 84 (epsg::4326)","yaw, pitch, roll","87,479 of 96,940","0.201039 (0.983438 pix)","0.610105 (47.6289 pix)","3.36552 pix","3 bands, uint8","no","6.67789","high","yes","source","40,000","4,000","no","yes",1.35,419.25,1.06666666666667,48.1,"1.6.4.10928",12.18,153,46.7833333333333,3460,"1.6.4.10928",996.05,"3 bands, uint8",52.2666666666667,10640,"1.6.4.10928"
